	sample08	sample21	sample17	sample22	sample15	sample12	sample13	sample14	sample16	sample57	sample61	sample62	sample63	sample59	sample69	sample65	sample66	sample68	sample75	sample70	sample55	sample72	sample73	sample74	sample76	sample78	sample83	sample24	sample25	sample27	sample29	sample36	sample18	sample23	sample20	sample26	sample28	sample19	sample33	sample37	sample38	sample39	sample30	sample34	sample31	sample32	sample84	sample81	sample85	sample82	sample87	sample80	sample90	sample46	sample93	sample40	sample03	sample35	sample41	sample42	sample05	sample01	sample02	sample50	sample07	sample04	sample91	sample06	sample45	sample43	sample09	sample10	sample49	sample54	sample53	sample79	sample52	sample11
Root;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0051855452925000005	0.012300319488800001	0.12841201716700001	0.0125934671389	0.035038260169199996	0.13549369291	0.0263183931928	0.21126760563400002	0.00864316092742	0.0029702970297	0.0206973190721	0.230520759474	0.00611995104039	0.00338473110192	0.024719101123599995	0.0539890418281	0.00844594594595	0.00189502698978	0.10238429172499999	0.10311532155200001	0.00461263296621	0.015367784955200001	0.118858654573	0.024104566287599997	0.0651230101302	0.0682036503362	0.00603116099849	0.0832641770401	0.013744180891200001	0.0027500859401900003	0.00518326545724	0.026904028911799997	0.005184851217310001	0.014015602274200002	0.022896039604000003	0.026198410663900003	0.197204045211	0.092992918375	0.137903592542	0.166349645513	0.06380397865109999	0.343800421993	0.00539830755763	0.0612574753515	0.0338228015179	0.00237678258694	0.0932603829893	0.009384548232209999	0.004818551422979999	0.0290152403283	0.0709563684442	0.07030383677089999	0.0005672149744750001	0.08496732026139998	0.22419186652800002	0.015744116672200003	0.263482101348	0.06457055214719999	0.023730070448599996	0.06093489148580001	0.0798100836536	0.0251572327044	0.0394346536381	0.00404280618312	0.0127122119249	0.0364552014432	0.00829133474232	0.0104652807241	0.010557818605	0.00744926791677	0.0009001440230439999	0.0727307254083	0.0032520325203299998	0.021000617665200002	0.026207010582	0.0050420168067200006	0.00577240241891	0.00301122365179
Root;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.0	0.000319488817891	0.0017167381974200003	0.0	0.020942408377	0.00130491518051	0.0	0.0	0.0012347372753499998	0.0	0.0	0.0	0.0	0.000188040616773	0.00449438202247	0.0	0.0008445945945950001	0.000114850120593	0.0	0.000728730187648	0.000188270733315	0.00276099187331	0.0	0.000679001867255	0.000723589001447	0.0	0.0	9.22083909636e-05	0.0	0.000687521485046	0.00024682216463	0.0	0.0	0.0	0.0	0.00030761343245300004	0.00029744199881	9.31792769288e-05	0.000113688040018	0.0006052222030090001	0.00024260067928200002	0.00012411567581	0.0007295010213010002	0.0	0.0	0.00037528146109599996	0.00016579623642500003	0.0	0.0	0.00849941383353	0.0013221683560999998	0.00022177866489200002	0.0	0.000251382604324	0.0	8.28637719589e-05	0.000232450023245	7.66871165644e-05	7.415647015199999e-05	0.000417362270451	0.0	0.00013976240391299998	0.0010469377072100002	0.0	0.000410071352415	0.0	0.00032515038205199997	0.0	0.0	0.0	0.00018002880460900002	0.00018989745537400002	0.0	0.014206300185300001	0.0	0.000840336134454	0.0	0.0
Root;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0	0.000159744408946	0.0	0.0	0.0	0.0010874293170899999	0.00039576531117	0.0	0.0	0.0	0.0	0.0	0.0016319869441	0.000376081233546	0.0	0.0	0.0	0.0	0.0	0.0	0.000564812199944	0.000729318608043	0.000188964474679	0.00016975046681400003	0.0	0.00016010246557799997	0.0	0.0	0.00110840168477	0.0	0.0	0.0	0.00135256988278	0.0	0.0	0.0	0.0	0.000931792769288	0.0	0.0	0.00024260067928200002	0.00012411567581	0.0	0.0	0.00032997855139400004	0.0	0.00016579623642500003	0.0	0.0	0.0	0.0	0.00155245065425	0.0	0.0	0.0	0.00033145508783599995	5.81125058113e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00023781212841900005	0.0	0.0	0.0	0.0	0.0	6.42178268687e-05	0.00018002880460900002	0.0	0.000116144018583	0.0	0.0	0.0	9.16254352208e-05	0.0
Root;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.0	0.0	0.0	0.0	0.0	0.0007612005219660001	0.0	0.0	0.0	0.0	0.0	0.000236350744505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000364365093824	0.00037654146662899996	0.000156282558866	0.0	0.0	0.0	0.0	0.0	0.00442600276625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.64603147155e-05	0.00024260067928200002	0.0	0.0	0.0	0.0	0.0	8.28981182127e-05	0.000872981230904	0.0	0.0	0.000440722785368	0.0	0.000189071658158	0.0	0.000260688216893	0.0	0.0	0.0	7.415647015199999e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000116144018583	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	0.0	0.0	0.0	0.0	0.0217478856222	0.00141365811222	0.000197882655585	0.000541711809317	0.0	0.0009900990099009999	0.000555632726768	0.000393917907508	0.0010879912960699999	0.000376081233546	0.00786516853933	0.000668181210744	0.00021114864864900002	0.0003445503617780001	0.0	0.0	0.0008472182999149999	0.000781412794332	0.0015117157974300001	0.0	0.00192957067053	0.0008005123278900001	0.00033506449991599997	9.22083909636e-05	0.0	0.0	0.0	0.0	0.00045085662759199993	0.0	0.00030940594059400005	0.00035888233786199997	0.0	0.0	0.000113688040018	0.00043230157357800004	0.00012130033964100001	0.0	0.00029180040852099995	0.00016162922256299998	0.0004949678270909999	0.000125093820365	0.00033159247285099997	0.000218245307726	0.000150579731968	0.0	0.0	0.00022177866489200002	0.0	0.0	0.00104275286757	8.28637719589e-05	0.000348675034868	0.0	0.000519095291064	0.0010434056761300001	0.000678272665612	0.0	0.0010469377072100002	0.0	0.0	0.0	0.00536498130385	0.0	0.0	6.42178268687e-05	0.00024003840614500002	0.00113938473224	0.000116144018583	0.0	0.0	0.0	9.16254352208e-05	0.0
Root;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.000243072435586	0.000159744408946	0.00034334763948500003	0.0	0.0652436568667	0.0046759460635100005	0.00168200257247	0.00040628385698800005	0.0016463163671300001	0.0	0.000416724545076	0.00456944772709	0.0014959880321	0.00131628431741	0.019101123595499998	0.00120272617934	0.00633445945946	0.00103365108533	0.00015583606046399998	0.0038258334851500003	0.0016944365998299998	0.00807459887477	0.0034013605442199998	0.00033950093362800006	0.00265315967197	0.0006404098623119999	0.0	0.00396496081143	0.00221680336954	0.0008021083992210002	0.00024682216463	0.000401552670325	0.0	0.0019833399444700002	0.0052599009901	0.00046142014868	0.00267697798929	0.0058702944465200005	0.0018190086402899998	0.00129690472073	0.00012130033964100001	0.000620578379049	0.00933761307266	0.00420235978665	0.00412473189243	0.000250187640731	0.000580286827489	0.00196420776953	0.00075289865984	0.0117233294256	0.000440722785368	0.0028831226436	0.000945358290792	0.0007541478129710001	0.00286757038582	0.000414318859794	0.000290562529056	0.000306748466258	0.00103819058213	0.00845158597663	0.000904363554149	0.000559049615653	0.0	7.92707094728e-05	0.0008201427048310001	0.00015033072760100002	0.00373922939359	0.0	0.00116385401945	0.00032108913434400005	0.00018002880460900002	0.0005696923661219999	0.000232288037166	0.011735639283499999	0.0031415343915300003	0.000840336134454	0.000366501740883	0.00164248562825
Root;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.0	0.000319488817891	0.045665236051500004	0.0003935458480909999	0.0475231574708	0.07872988255760001	0.0115761353517	0.0	0.00013719303059399996	0.08811881188120001	0.000138908181692	0.000236350744505	0.0	0.0011282437006400001	0.00337078651685	0.0249899772818	0.000422297297297	0.0559320087286	0.0067009505999700006	0.00109309528147	0.000564812199944	0.0238591373203	0.0026455026455000003	0.00509251400441	0.000964785335263	0.00032020493115599995	0.00016753224995799998	0.000368833563854	0.000665041010862	0.0629082158817	0.0	0.000401552670325	0.00202885482417	0.011106703688999998	0.0151608910891	0.0127146885414	0.0059488399762	0.00037271710771499995	0.0	0.00121044440602	0.0006065016982050001	0.000620578379049	0.0	0.0	0.00016498927569700002	0.0	0.00024869435463799994	0.0	0.000150579731968	0.00263774912075	0.000881445570736	0.00199600798403	0.000378143316317	0.0192307692308	0.00104275286757	8.28637719589e-05	0.0	0.0	7.415647015199999e-05	0.0	0.000226090888537	0.0	0.0	0.0198176773682	0.0055769703928500005	0.00015033072760100002	0.00048772557307800004	0.0	0.0	0.00038530696121199994	0.011641862698	0.0201291302697	0.0	0.0852378011118	0.0008267195767200001	0.0	0.0	0.000821242814125
Root;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.0	0.00143769968051	0.00103004291845	0.0	0.0040273862263400005	0.00489343192692	0.013060255268600001	0.0018959913326099997	0.00068596515297	0.0	0.000972357271843	0.00787835815016	0.0016319869441	0.000188040616773	0.011235955056200002	0.0009354536950419999	0.000422297297297	0.0006316756632590001	0.0040517375720700004	0.000728730187648	0.000564812199944	0.0026047093144400003	0.00434618291761	0.0	0.040279787747199994	0.00272174191483	0.0006701289998319999	0.0042415859843200005	0.00022168033695400003	0.00126045605592	0.00123411082315	0.00348012314282	0.00045085662759199993	0.000264445325929	0.0049504950495	0.00143552935145	0.0029744199881	0.027581065970900005	0.027853569804500003	0.0011239840913	0.00278990781174	0.0037234702743000002	0.0005836008170409999	0.0601260707936	0.007754495957760001	0.000875656742557	0.00538837768383	0.0	0.0	0.00205158264947	0.00661084178052	0.00155245065425	0.0	0.0135746606335	0.0	8.28637719589e-05	0.0017433751743399998	0.0026073619631900003	0.0004449388209119999	0.008868948247079999	0.0153741804205	0.000698812019567	0.0181469202582	0.00126833135157	0.000410071352415	0.0026307877330100002	0.00130060152821	0.0016970725498499997	0.0012469864494100002	0.000256871307475	0.00024003840614500002	0.0009494872768700001	0.00116144018583	0.0	0.0017361111111099997	0.0	0.000549752611325	0.0
Root;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.00016204829039100001	0.0	0.0	0.0	0.0	0.0017398869073499998	0.000296823983378	0.000270855904659	0.000960351214158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036465930402199994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000114586914174	0.0	0.0	0.0	0.000132222662964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012411567581	0.0008754012255619999	0.000323258445127	0.0	0.0	8.28981182127e-05	0.000436490615452	0.0	0.00146541617819	0.0	0.0	0.0	0.000125691302162	0.0	0.0	0.0	0.0	7.415647015199999e-05	0.000313021702838	0.0	0.0	0.00034897923573500006	0.0	0.0	0.0	0.0	0.0	8.31324299609e-05	0.00051374261495	0.0	0.0	0.000116144018583	0.0	0.0	0.0	0.0	0.000410621407063
Root;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other	0.00145843461351	0.00255591054313	0.0008583690987119999	0.0	0.0	0.00032622879512800003	0.00039576531117	0.00135427952329	0.0109754424475	0.0	0.000138908181692	0.00267864177105	0.0	0.0	0.00786516853933	0.00013363624214899998	0.0	0.0005168255426669999	0.0	0.000364365093824	0.000658947566601	0.0	0.00188964474679	0.00220675606858	0.0	0.0	0.0013402579996600003	0.00147533425542	0.0008867213478160001	0.0	0.0	0.00120465801098	0.000676284941389	0.0006611133148219999	0.0	0.00010253781081799998	0.00535395597858	0.000279537830786	0.000682128240109	0.0	0.000727802037846	0.000992925406479	0.0007295010213010002	0.0	0.00016498927569700002	0.0018764073054799999	0.00041449059106400004	0.0	0.0009034783918080002	0.0	0.000440722785368	0.00022177866489200002	0.0	0.0	0.000782064650678	0.000414318859794	0.0011622501162299999	0.0	0.0006674082313679999	0.000417362270451	0.0	0.0	0.0010469377072100002	0.00435988902101	0.000492085622898	0.000526157546603	0.0	0.0	0.000665059439687	0.000256871307475	0.00012001920307200002	0.00113938473224	0.0008130081300810002	0.0	0.00024801587301599996	0.0025210084033600003	0.0037566428440500006	0.000136873802354
Root;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	0.000243072435586	0.0012779552715699999	0.000515021459227	0.0003935458480909999	0.0132903745469	0.00032622879512800003	0.0027703571781900003	0.000541711809317	0.00713403759089	0.0	0.0	0.00220594028205	0.00353597171223	0.0011282437006400001	0.0	0.00013363624214899998	0.000633445945946	0.0003445503617780001	0.00015583606046399998	0.000728730187648	0.000282406099972	0.00797041050219	0.0022675736961500002	0.0	0.0185721177038	0.00112071725905	0.000502596749874	0.000645458736745	0.00044336067390800005	0.0	0.00111069974084	0.000401552670325	0.00022542831379599996	0.000528890651858	0.00154702970297	0.00035888233786199997	0.0017846519928599999	0.00521803950801	0.00216007276035	0.0030261110150400002	0.00109170305677	0.00012411567581	0.0005836008170409999	0.00048488766769	0.0011549249298800001	0.0	0.0006631849457019999	0.00261894369271	0.00135521758771	0.006447831184060001	0.00837373292199	0.0	0.000378143316317	0.006661639014579999	0.000260688216893	0.0	0.000232450023245	0.0019171779141099999	0.0005932517612159999	0.000626043405676	0.00226090888537	0.0	0.00034897923573500006	0.0	0.000410071352415	0.00037582681900199996	0.00634043245001	0.000282845424975	0.000748191869648	0.0010274852299	6.00096015362e-05	0.0018989745537400001	0.000116144018583	0.0	0.00305886243386	0.0	0.00045812717610400005	0.000136873802354
Root;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	0.713579646735	0.340415335463	0.37407725321900004	0.268398268398	0.0511478050745	0.36298390604599995	0.324824379143	0.489707475623	0.680614624777	0.38712871287100004	0.295735518822	0.501378712676	0.061743506052	0.0114704776232	0.251685393258	0.268608846719	0.169130067568	0.599977029976	0.28845254791999997	0.485152122427	0.557093099878	0.0770473015212	0.39682539682499995	0.728399253098	0.095513748191	0.104546910022	0.67850561233	0.488151221761	0.469297273332	0.00022917382834899998	0.0661483401209	0.34212287511699996	0.47610459873800004	0.46423376966799995	0.169245049505	0.213278646501	0.366448542534	0.193812896012	0.47248749431599996	0.016340999481200002	0.684983017952	0.392577882587	0.27808578931999994	0.09810893809599999	0.186107902986	0.541906429822	0.44615767222099995	0.266041030118	0.8251769311849999	0.025791324736200005	0.362274129572	0.454646263029	0.36963509170000003	0.168174962293	0.687174139729	0.485167384819	0.481462110646	0.316411042945	0.210530218762	0.251565108514	0.34388424146499996	0.6894479385050001	0.276042575467	0.402219579865	0.45575330107400003	0.272775105232	0.308405137376	0.0367699052468	0.360628481171	0.20748779861299999	0.0849735957753	0.499050512723	0.508594657375	0.5472513897469999	0.42046957671999996	0.376470588235	0.43522081729900003	0.14481248289100002
Root;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae	0.00040512072597600004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000416724545076	0.000315134326006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00047067683328600005	0.0	0.0	0.0	0.0	0.0008005123278900001	0.0	0.000184416781927	0.00044336067390800005	0.0	0.0	0.0	0.0	0.0006611133148219999	0.0	0.00010253781081799998	0.0	0.0	0.0	0.00025938094414700003	0.0	0.0	0.0	0.0	0.0	0.0	0.00041449059106400004	0.0013094718463599999	0.0	0.0	0.000440722785368	0.0	0.0	0.0	0.0	0.0	0.0	7.66871165644e-05	0.0	0.000313021702838	0.0	0.000279524807827	0.0	7.92707094728e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.0	0.0	0.0	0.0	0.0	0.00021748586341900002	0.0	0.0	0.0008231581835639999	0.0	0.0	0.000157567163003	0.0	0.0	0.0	0.00026727248429799996	0.0	0.0	0.0	0.000728730187648	0.0	0.0	0.0	0.000509251400441	0.000723589001447	0.00016010246557799997	0.00033506449991599997	0.000368833563854	0.0	0.000114586914174	0.0	0.000133850890108	0.0	0.0	0.0	0.0	0.0	0.0	0.000113688040018	0.00043230157357800004	0.0	0.0	0.0	0.000323258445127	0.0	0.0	8.28981182127e-05	0.0	0.0	0.0	0.0	0.0008871146595700001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032515038205199997	0.0	0.0	6.42178268687e-05	0.0	0.0	0.000116144018583	0.0	0.0	0.0	0.0	0.0
Root;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	0.00016204829039100001	0.000159744408946	0.0006866952789700001	0.000787091696183	0.000805477245268	0.00010874293170899999	0.00118729593351	0.000135427952329	0.0002743860611879999	0.0	0.0	0.0018120223745399999	0.000951992384061	0.0	0.0	0.000801817452893	0.000633445945946	0.00017227518088900004	0.0	0.000728730187648	9.41353666573e-05	0.00156282558866	0.000188964474679	0.0	0.0149541726966	0.0014409221902000001	0.000502596749874	0.0023052097740900003	0.00022168033695400003	0.000114586914174	0.000123411082315	0.000267701780217	0.0	0.000925558640751	0.00216584158416	0.00092284029736	0.00029744199881	0.000652254938502	0.00204638472033	8.64603147155e-05	0.00133430373605	0.000496462703239	0.00043770061278099995	0.00145466300307	0.0009899356541819998	0.000125093820365	0.0004973887092759999	0.0010912265386300002	0.0	0.0029308323563899995	0.006170118995149999	0.0	0.0	0.0032679738562100004	0.0	0.00016572754391799998	0.0005230125523010001	0.00023006134969299997	0.000519095291064	0.000417362270451	0.0018087271083	0.000559049615653	0.0006979584714710001	7.92707094728e-05	0.0009021569753139999	0.000526157546603	0.00032515038205199997	0.000282845424975	0.0	0.00032108913434400005	6.00096015362e-05	0.0	0.0	0.0012353304509	0.000578703703704	0.0	9.16254352208e-05	0.000136873802354
Root;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	8.10241451953e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000135427952329	0.0	0.0	0.0	0.000551485070511	0.0	0.0	0.0	0.0	0.0	5.74250602963e-05	0.0	0.0012752778283800002	9.41353666573e-05	0.0	0.0	0.0	0.00024119633381599996	0.0	0.00033506449991599997	0.000276625172891	0.0	0.0	0.0	0.0	0.0	0.0	0.0018564356435599998	0.0	0.0	0.0	0.0	8.64603147155e-05	0.00048520135856400004	0.0	0.0	0.0	0.0	0.000125093820365	0.0	0.0	0.0	0.0	0.000440722785368	0.0	0.0	0.0	0.0	0.0	0.0	7.66871165644e-05	7.415647015199999e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032515038205199997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	0.125587425053	0.25079872204500003	0.149871244635	0.348681621409	0.129681836488	0.0915615484993	0.456713169091	0.16942036836399998	0.128824255728	0.189108910891	0.251840533407	0.0820924919247	0.293485652115	0.0755923279428	0.21797752809	0.08272083389019999	0.040962837837800005	0.0802802342942	0.0762038335671	0.208052468574	0.286265650005	0.6912898520530001	0.271164021164	0.13138686131400001	0.403521466474	0.34518091578599996	0.09532585022619999	0.168003688336	0.252715584128	0.62392574768	0.15883006294000002	0.20479186186599999	0.242110009017	0.266560888536	0.312190594059	0.227377595488	0.245389649018	0.192508386135	0.111073215098	0.324744942072	0.16921397379900002	0.0695047784535	0.08535161949230001	0.139486019072	0.352087114338	0.0754315736803	0.13628450634199998	0.305761676124	0.0618882698389	0.23124267291900003	0.248126928162	0.29053005100900003	0.282662128947	0.253016591252	0.0612617309698	0.18818362611900002	0.151847977685	0.155061349693	0.42447163515	0.330550918197	0.434546687768	0.111390635919	0.42837201186499996	0.273166864843	0.37767571557499996	0.0136049308479	0.315883596163	0.00975816716165	0.174162440768	0.22540457230900002	0.533485357657	0.312761109001	0.125551684088	0.0580605311921	0.21602182539700002	0.44789915966399996	0.238317757009	0.08609362168080001
Root;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.0	0.000319488817891	0.0	0.0	0.000402738622634	0.00021748586341900002	0.0	0.000135427952329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.74250602963e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015074262912899998	0.0	0.000123411082315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000113688040018	0.0	0.000363901018923	0.0	0.00744091041727	0.0	0.000824946378485	0.0	8.28981182127e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28637719589e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005548949663099999	8.20142704831e-05	0.00030066145520099997	0.0	0.0004242681374630001	0.0	0.0	0.00042006721075400007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.00226867606547	0.0015974440894600001	0.0152789699571	0.0003935458480909999	0.0132903745469	0.00413223140496	0.000197882655585	0.0012188515709600002	0.0	0.0	0.000972357271843	0.0036240447490700003	0.00122399020808	0.00394885295224	0.00449438202247	0.00173727114794	0.0	0.00017227518088900004	0.00031167212092900003	0.0	0.000658947566601	0.0	0.0	0.00016975046681400003	0.00120598166908	0.0006404098623119999	0.000502596749874	0.0	0.0164043449346	0.0	0.0016043440701	0.00107080712087	0.00022542831379599996	0.00211556260743	0.00278465346535	0.001127915919	0.00208209399167	0.013138278047	0.00045475216007300005	0.00138336503545	0.00400291120815	0.00037234702743000003	0.288444703823	0.000646516890254	0.00181488203267	0.000500375281461	0.00016579623642500003	0.0	0.000150579731968	0.00146541617819	0.000440722785368	0.0	0.000189071658158	0.0	0.0	0.00198873052701	0.0005230125523010001	0.0	0.00037078235076	0.012207846410700001	0.00203481799683	0.0	0.00296632350375	0.0033293697978600003	0.0063150988272	0.00165363800361	0.0011380263371800002	0.0014142271248800001	0.0	0.00186231697919	0.0039006240998600006	0.00417774401823	0.000116144018583	0.010500308832600001	0.0	0.0	0.00329851566795	0.00684369011771
Root;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.000243072435586	0.00047923322683699995	0.0013733905579400001	0.0	0.029399919452299996	0.00391474554154	0.000494706638963	0.0024377031419299997	0.000960351214158	0.0	0.000416724545076	0.00126053730403	0.00448796409629	0.000376081233546	0.005617977528089999	0.0005345449685950001	0.00126689189189	5.74250602963e-05	0.00015583606046399998	0.0	9.41353666573e-05	0.000989789539487	0.0	0.0	0.00192957067053	0.0014409221902000001	0.0	0.0016597510373400001	0.005098647749939999	0.0	0.00024682216463	0.0008031053406510001	0.00045085662759199993	0.000264445325929	0.0009282178217819999	0.000820302486542	0.0017846519928599999	0.011740588893	0.00670759436107	0.024208888120400004	0.0020621057739000003	0.000496462703239	0.0408520571929	0.0009697753353810001	0.000824946378485	0.000125093820365	0.00024869435463799994	0.0	0.0	0.0005861664712780001	0.0026443367122100003	0.00110889332446	0.000756286632634	0.00377073906486	0.0	0.00165727543918	0.000174337517434	0.0006901840490800001	0.0006674082313679999	0.0049040066778	0.0036174542166	0.0	0.004536730064560001	0.0011097899326199998	0.0007381284343480001	0.0072158749248300005	0.00048772557307800004	0.000282845424975	0.00207831074902	0.00032108913434400005	0.0	0.0009494872768700001	0.000232288037166	0.0018529956763399997	0.0	0.0	0.0024738867509599997	0.0017793594306
Root;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.00453735213094	0.00511182108626	0.000515021459227	0.0	0.038260169150199995	0.00326228795128	0.0014841199168900002	0.00352112676056	0.00109754424475	0.0	0.0	0.005908768612619999	0.00394396844825	0.0009402030838660001	0.010112359550600001	0.00026727248429799996	0.026182432432400003	0.0008613759044450001	0.0052984260557899995	0.000728730187648	0.0	0.0013544488435099998	0.000188964474679	0.00016975046681400003	0.00192957067053	0.00464297150176	0.000502596749874	0.0016597510373400001	0.00487696741299	0.0	0.00135752190547	0.00348012314282	0.00045085662759199993	0.00158667195557	0.00278465346535	0.0007690335811329999	0.0017846519928599999	0.010622437569899999	0.009663483401549999	0.0159951582224	0.00169820475497	0.00273054486782	0.00029180040852099995	0.007273315015350001	0.00346477478964	0.00400300225169	0.00232114730996	0.00196420776953	0.000602318927872	0.007620164126609999	0.0405464962539	0.011310711909499999	0.0	0.00477626948215	0.0	0.00016572754391799998	0.000174337517434	0.0895705521472	0.0009640341119760001	0.0242070116861	0.0106262717612	0.0	0.0027918338858800005	0.0007134363852560001	0.00180431395063	0.00015033072760100002	0.00032515038205199997	0.0028284542497499995	0.0017457810291800003	0.00179809915232	0.00240038406145	0.00018989745537400002	0.000116144018583	0.0	0.0	0.000840336134454	0.0025655121861799996	0.000273747604708
Root;p__Firmicutes;c__Bacilli;o__Bacillales;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.000197882655585	0.0	0.00013719303059399996	0.0	0.0	0.0	0.00122399020808	0.000188040616773	0.0	0.0	0.0	0.0	0.0	0.0	9.41353666573e-05	5.20941862888e-05	0.000188964474679	0.0	0.0	0.0	0.0	0.0	0.00044336067390800005	0.000114586914174	0.000123411082315	0.00120465801098	0.0	0.000264445325929	0.0	0.00010253781081799998	0.0008923259964310001	0.000465896384644	0.0	0.0	0.0	0.0	0.0	0.0	0.0004949678270909999	0.0	8.28981182127e-05	0.0	0.0	0.0	0.0	0.0	0.000189071658158	0.0	0.0	8.28637719589e-05	0.0	0.0	0.0	0.00010434056761299999	0.0	0.0	0.0	0.0004756242568369999	0.0	0.0	0.0	0.0	0.00016626485992200004	0.0	0.00024003840614500002	0.0	0.000348432055749	0.0	0.0	0.0	0.000824628916987	0.00205310703531
Root;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0.0	0.0	0.0	0.0	0.0	0.000978686385385	0.0	0.000135427952329	0.00013719303059399996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003445503617780001	0.0	0.0	0.000658947566601	0.0008335069806210001	0.000566893424036	0.0	0.00168837433671	0.0	0.00033506449991599997	9.22083909636e-05	0.00022168033695400003	0.000916695313395	0.0	0.0	0.00022542831379599996	0.0	0.0006188118811880001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000250187640731	0.0	0.0006547359231779999	0.0	0.00205158264947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000313021702838	0.0	0.0	0.0	0.00015854141894600001	0.000246042811449	0.0	0.00016257519102599998	0.0	8.31324299609e-05	0.0	0.00018002880460900002	0.0005696923661219999	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005465476407359999	9.41353666573e-05	0.00020837674515499999	0.0	0.0	0.0	0.0	0.0	0.0	0.00022168033695400003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.31792769288e-05	0.0	0.0	0.00024260067928200002	0.0	0.00043770061278099995	0.00016162922256299998	0.0	0.000250187640731	0.0	0.0	0.000301159463936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022246941045599996	0.0	0.000226090888537	0.0	0.0006979584714710001	0.0	0.0	0.0	0.0	0.0	0.0	0.000128435653737	0.0	0.0	0.000116144018583	0.0	0.0	0.0	0.0	0.000273747604708
